theme,post_text,label
garissa,"No😢💔\""@joansalihi: horror image inside #Kenya campus #GarissaAttack 147students killed from #AlShabaab attack. http://t.co/JeLt9WeylI\""",1
garissa,Horror image from inside #Kenya campus.#GarissaAttack 147 s... http://t.co/qyCgAGpSMU #Garissa #Shabab #Somalia #Gunmen via @thisisbossmark,1
garissa,"Damn \""@joansalihi: horror image inside #Kenya campus #GarissaAttack 147students killed from #AlShabaab attack. http://t.co/4G5RNhy7fJ",1
garissa,@joansalihi: The horror image inside #Kenya campus #GarissaAttack 147students reported killed from #AlShabaab attack. http://t.co/aMXtQzcoHw,1
garissa,horror image inside #Kenya campus #GarissaAttack 147students killed from #AlShabaab attack. http://t.co/Tz4tJI3DsT,1
garissa,These scenes do not define us as #Africa  #KenyaAttack #GarissaAttack #PrayForKenya ts time we put a stop to this😢😳 http://t.co/eI1OYgVJNZ,1
garissa,RT @libertylynx: RT @alimhaider: was a time when the #GarissaAttack would have been a big deal. It's now new normal. http://t.co/J60qjP0JMW,1
garissa,Ce carnage a eu lieu hier matin dans une université à Garissa au Kenya. Peut pas rester indifférent #GarissaAttack http://t.co/wLeCu00x8A,1
garissa,Death toll reaches 147 in a kenyan university attack by Shabab bulldogs\n#IranDeal #BrainOfPakistanPTI #GarissaAttack\n http://t.co/rNuF81UJD8,1
garissa,This is just unbelievable. My heart is currently with the Kenyans. #GarissaAttack 😔💔 http://t.co/t0Z2ifHWR8,1
garissa,"\""@BeautyArabian: An awful attack in Kenya by #AlShabaab. #GarissaAttack http://t.co/dfaDMGN1Nr\"" No world media attention. Nobody cares.",1
garissa,#GarissaAttack May their soles rest in peace http://t.co/jNCSaqR8Bl,1
garissa,"#deochtend :The horror of #Kenyan attack \"" #BREAKING \n🔴WARNING! 🔞📷GRAPHIC CONTENT🔞\n#GarissaAttack #Kenya http://t.co/BWnBLvfEct”",1
garissa,"The horror of Kenyan attack \""@metesohtaoglu: #BREAKING \n🔴WARNING! 🔞📷GRAPHIC CONTENT🔞\n#GarissaAttack #Kenya http://t.co/VXI6JaeRTs”",1
garissa,How can this happen?! If this happened here or France etc there would have been chaos #GarissaAttack #RacistRant http://t.co/3jyipYyJr5,1
garissa,Why should going to school for education be a crime? This made me weak.. May all the lost souls RIP..#GarissaAttack http://t.co/htg4hrNPTz,1
garissa,"En ce vendredi St,\nAyons une pensée pieuse pour ces etudiants de Garissa #GarissaAttack http://t.co/BRabIh41Ud",1
garissa,¿hay muertos de primera y de segunda verdad? #GarissaAttack http://t.co/BaWy77A0Vd,1
garissa,Innocent souls just going to study..........#smh#GarissaAttack http://t.co/cYCLa73has,1
garissa,Killers of #AlShabaab in #GarissaAttack #Kenya massacred 147 non-#muslim people #isntlam http://t.co/CWHWSw02s1,1
garissa,The horror that happened at #GarissaAttack. http://t.co/J4udPxXyEV,1
garissa,147 students killed in #GarissaAttack by #AlShabaab Condolences from #UAntwerpen. http://t.co/eUxGUgIyOP,1
garissa,WHY “@joansalihi: The horror image from inside campus #GarissaAttack 147 students reported killed from attack. http://t.co/by1m2ASvEe”,1
garissa,"Real-Time Drone-Glider-Satellite Infrared, Thermal And X-ray Surveillance: #GarissaAttack Death Toll 236 ~ April 3rd. http://t.co/Y7VYSNcVl4",1
garissa,"\""@TRENDINGKENYA: \""@joansalihi: The image from inside #Kenya campus #GarissaAttack 147 students reported killed http://t.co/6piV9lHc9L\""",1
garissa,Our innocent brothers&amp;sisters shot dead in the #Garissaattack massacre...this is really really painful. http://t.co/QZTGSJQPlM,1
garissa,"This is horrendous. Beyond words. Another Muslim extremist attack, killed 147 young people. #GarissaAttack http://t.co/oJvDu2r8Rw",1
garissa,Horrific attack in kenya leaves 147 students dead in #GarissaAttack. Somali terrorist group to blame. Despicable. http://t.co/zYmpKPJpND,1
garissa,Horror image from inside #Kenya campus.#GarissaAttack 147 students reported killed from #AlShabaab attack.\n#terror http://t.co/TYXfeJKGNF,1
garissa,The horror image from inside #Kenya campus #GarissaAttack atleast 147 students reported killed from #AlShabaab attack http://t.co/UVXxkVAJLK,1
garissa,The horror image from inside #Kenya campus #GarissaAttack 147 students reported killed from #AlShabaab attack. http://t.co/D3UVkR7HBO”crazy.,1
garissa,"\""The horror image from inside #Kenya campus #GarissaAttack 147 students reported killed from #AlShabaab attack.#NEWS! http://t.co/LL0vlasqHl",1
garissa,"The horror image from inside #Kenya campus #GarissaAttack 147 students reported killed from #AlShabaab attack. http://t.co/XMsuLqYxAD\""",1
garissa,#религия_мира\nRT @joansalihi: The horror image from inside #Kenya campus #GarissaAttack 147 killed #AlShabaab attack http://t.co/xtEfkK6jKk,1
garissa,The horror image from inside #Kenya campus #GarissaAttack 147 students reported killed from #AlShabaab attack. http://t.co/SxOByAWssl” 😯😢,1
garissa,"Sad!! The horror image from inside #Kenya campus #GarissaAttack 147 students reported killed from #AlShabaab attack. http://t.co/qMC5mcvtJi\""",1
garissa,Islam is a religion of peace!! Dear Muslims prove it!!!  #GarissaAttack http://t.co/VWeFQjkdss,1
garissa,The latest instalment in the global Christian genocide #GarissaAttack http://t.co/LT2VoUXAcz,1
garissa,“@unclemeat80: The latest instalment in the global Christian genocide #GarissaAttack http://t.co/Wmt13dsg5F”  this 🌍,1
garissa,149 #Christian students shot dead &amp; +99 injured in #GarissaAttack by #AlShabaab purely on religious grounds. #Kenya http://t.co/9xNKd36Izk,1
garissa,"In honor of our fellow Students, we pray the govt of @UKenyatta is wins &amp; stops the #GarissaAttack, etc #RIPWanaInchi http://t.co/UXnS2jpguL",1
garissa,The horror image from inside #Kenya campus #GarissaAttack atleast 147 students reported killed from #AlShabaab attack http://t.co/UVXxkVAJLK,1
garissa,#BREAKING \n🔴WARNING! 🔞📷GRAPHIC CONTENT🔞\nDeath toll rises to 147 in #GarissaAttack #Kenya http://t.co/BxsxYNJdtm,1
garissa,it hurts : @joansalihi : The image from\ninside #Kenya campus #\nGarissaAttack 147 students\nreported killed\nhttp://t.co/xkja3ejfSy,1
