theme,post_text,label
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/rUKOBi2Wto @GMAさんから,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/m7kJYhPUif,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl - Yahoo https://t.co/Dtoc8rHapC,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/gSVwKMahJi,0
samurai,What do you think? This pic has gone viral! Samurai ghost behind the girl? #webechillin http://t.co/I1Hegr9kDI,0
samurai,Is there a ghost with samurai boots standing behind this little girl? http://t.co/vkX8G42zF7 http://t.co/DNVmbcu2I7,0
samurai,"Samurai Ghost Photo Surfaces, Freaks Everyone Out - When is the picture of a four-year old girl standing on the ed... http://t.co/9YqDId5Bze",0
samurai,Is this the ghost of a samurai soldier standing behind a little girl? http://t.co/bXh23NVM88 http://t.co/e2F0KVUCon,0
samurai,The little girl and the samurai ghost http://t.co/iczoA0hDhM http://t.co/6rupLKE8Mf,0
samurai,The little girl and the samurai ghost http://t.co/NrykfzqKbs http://t.co/XRNpkysrsg,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/1oNx4odNaI via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/95IMn9B2uP via @GMA,0
samurai,😉'Samurai #Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/F2w1B9jz1p via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/smtu4yO4T7 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/xIgJsypmmb via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/hewDjdJUZY via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/sLXUJMN0Ld via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/boLi5JDYWY via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/JJMi9M3TUL via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/mAgsoVm1q1 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/4JIYGCXctF via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/imCrwzrjRM via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/qlGlEe1KJF via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/7Kh0G1URqd via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/UHCExNjtvf via @GMA Those boots could be the rocks behind her.,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl - Yahoo https://t.co/kdQAuIm0UJ via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/qi8lJFyVLc vía @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/9eUdx7UrAg via @GMA,0
samurai,This is so creepy!!!!! 😱\n'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl - Yahoo https://t.co/1KfDM7DrGT via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/NrRiygdLdm via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/JwTZtelW7Y via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/aQHdK7hJ5E via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/K439Msya55 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/fVgcNKZN2D via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl - Yahoo https://t.co/oijn1Ke8if via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/AdFpcnlVnW via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/TUce9zbdCe via @GMA,0
samurai,"Yeah, I live very close to this beach. #ghost 'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/OsBrO0S59S via @GMA",0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/vPOigbQON4 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/uKhcyax1yT via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/qi2kJyRqr8 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/LyZm475w4M via @GMA Or they just put some boots behind her.,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/HWx0br5uCT via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/VbGAmjx2M5 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/1HSJcWBGyG via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/hPixOfrL18 via @GMA Just creepy,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/jcTIu2JfiJ via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/erexamh7yd via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/Ese3467u1X via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/rY8jfAo0hX via @GMA,0
samurai,coolio \n\n'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/OId2sZCmhK via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/4FtY3Z1z4S via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/eRkblojeG1 via @GMA\n#japan #幽霊,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/EXeB1iQ6DA via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/kgenVCoENK via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/EXeB1iQ6DA via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/dxLr6LUIPN via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/ZBVV2VU5R6 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/Gg6HdDsXy3 via @GMA,0
samurai,😱😱😱/ 'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/Ang40pWmlR via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/UAg7zZTFLt via @GMA,0
samurai,@Leicparanormal @Zak_Bagans @AaronGoodwin 'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/z9z9PpPeG2 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/ZmiRHLge56 via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/Oq8sCpyMSD via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/2xUzYWedWr via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/4m1YaTuxDf via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/cpIsPWkyOR via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/xcc7Jnk8GM via @GMA maybe a anicent relative watching out for her.,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/ATndXYlZaN käyttäjältä @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/yFEZkEuLRV via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/SfLFdl2FXq via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/ODkOV1YCLj via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/Z3940PKQPn via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/j05n6dph7w via @GMA,0
samurai,'Samurai Ghost': Photo Shows Mysterious Boots Behind Girl https://t.co/lhkWTJ5iuM via @GMA,0
